canonical_smiles_get_levels;IC50_nM
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCC4CCCCC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;51.0
CC(=O)N1CCC(O)(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;50.0
O=C(O)[C@H]1CC[C@](F)(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;43.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccc(Cl)c(Cl)c3)c(F)c2)CC1;49.0
CC(C)CN(Cc1ccc(N2CCC3(CCCO3)C2)cc1)S(=O)(=O)Cc1ccccc1;80.0
CCOc1nc2ccc(C(O)(c3cccnc3)c3cccc(Cl)c3)cc2c(Cl)c1N(C)c1ccccc1;89.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;52.0
O=C(N1CCC(c2nnn[nH]2)CC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;39.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(-c4ccccc4)c(F)c3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;92.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(OC(F)(F)F)c3)c(F)c2)CC1;16.0
CS(=O)(=O)N1CCN(c2ccc(CN(CC(F)(F)F)S(=O)(=O)Cc3ccccc3)c(F)c2)CC1;56.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3cccc(-c4ccsc4)c3)C2)CC1;86.0
O=C1NS(=O)(=O)c2cc(C(=O)N3CC[C@](c4ccc(C(OCc5c(F)cccc5F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)ccc21;28.0
CC(C)CN(Cc1ccc(N[C@H]2CC[C@H](O)CC2)cc1)S(=O)(=O)Cc1ccccc1;63.0
CC(=O)N1CCN(c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)c(F)c2)CC1;7.0
CCC1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCS(=O)(=O)CC1;54.0
CC(C)CN(Cc1ccc(N2CC3(CCOC3)C2)cc1)S(=O)(=O)Cc1ccccc1;59.0
NC1(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCOCC1;51.0
O=C(N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C1(O)CCS(=O)(=O)CC1;29.0
C=Cc1ccc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1;55.0
Cc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@]3(C)CC[C@@H](C(=O)O)CC3)C2)ccc1F;61.0
CC(C)CN(Cc1ccc(N2CCC3(CC2)COC3)cc1)S(=O)(=O)Cc1ccccc1;47.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;32.0
CC(C)(C)OC(=O)N1CC[C@](c2ccc(C(O)(C(F)(F)F)C(F)(F)F)c(F)c2)(S(=O)(=O)c2ccc(F)cc2)C1;80.0
O=C(C1CCS(=O)(=O)C1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;58.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4cc(F)ccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;73.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OC(C)C)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;39.0
CO[C@@H](C)C(=O)N1CCN(c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1;40.0
CC(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(OCc4ccccc4C#N)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;76.0
Cc1cccc(C)c1COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCC(C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F;75.0
O=C(Cc1ccncc1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;33.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(Cl)c3Cl)c(F)c2)CC1;34.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4Cl)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;54.0
O=C(Nc1ccncc1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;18.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(C)(OCc4c(F)cccc4F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;79.0
CC(C)CN(Cc1ccc(N2CCN(C(=O)[C@H](C)O)CC2)cc1)S(=O)(=O)Cc1ccccc1;27.0
O=C(N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C1(O)CCOCC1;71.0
O=C(O)C1CCC(O)(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;45.5
COC1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCS(=O)(=O)CC1;35.0
CN1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;44.0
Cc1ccc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@](C)(C(=O)O)CC3)C2)cc1F;72.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3cccc(C4CC4)c3)C2)CC1;47.0
NC(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;79.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3cccc(CC(F)(F)F)c3)C2)CC1;72.0
CC(=O)N1CCC(C(N)=O)(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;59.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3cc(F)ccc3F)c(F)c2)CC1;13.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(F)(c4ccccc4)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;49.0
O=C(N1CCOCC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;27.0
CC(=O)N1CCN(c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2C)CC1;35.0
O=C(O)C[C@@H]1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1;39.0
CC1(O)CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;44.0
O=C(N1CCC(c2ccncc2)C1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;32.0
CC(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(OC(C)c4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;44.0
O=C(CO)N1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1;71.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(OC(F)F)c3)c(F)c2)CC1;77.0
COCC(=O)N1CCN(c2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1;90.0
C[C@]1(C(=O)O)CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;57.0
O=C(N1CCC[C@H](CO)C1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;52.0
Cc1nonc1CC(=O)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;33.0
COc1nc2ccc(C(O)(c3cnnn3C)c3cnnn3C)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1;6.6
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(C(C)C)cc3)c(F)c2)CC1;35.0
NC(=O)N1CCC(c2ccc(CN(CC(F)(F)F)S(=O)(=O)Cc3ccccc3)c(F)c2)CC1;88.0
CS(=O)(=O)N1CC(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1;64.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCC4CCCC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;49.0
O=C(N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C1(CO)CCS(=O)(=O)CC1;56.0
COC1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)c(C)c3)C2)CCC(C(=O)O)CC1;66.0
CC(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4C#N)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;78.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)c(C)c3)C2)CC1;24.0
CC(C)CN(Cc1ccc(N2CCN(C(=O)CC#N)CC2)cc1)S(=O)(=O)Cc1ccccc1;44.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C[C@H]1CO;75.0
CC[C@]1(C(=O)N2CC[C@](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)c(F)c3)(S(=O)(=O)c3ccc(F)cc3)C2)CC[C@H](C(=O)O)CC1;91.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccc(Cl)cc3Cl)c(F)c2)CC1;15.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)c(F)c3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;81.0
COCC1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCC(C(=O)O)CC1;66.0
O=C(N1CCC(c2cccnc2)C1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;66.0
CCN(CC)c1nc2ccc(C(O)(c3ccc(OC)nc3)c3cncn3C)cc2c(Cl)c1Oc1ccccc1;39.0
O=C(O)C1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4ccccc4OC(F)(F)F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;47.0
CC(C)CN(Cc1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3S(C)(=O)=O)cc1)S(=O)(=O)Cc1ccccc1;4.0
CCOc1nc2ccc(C(O)(c3ccc(OC)nc3)c3cncn3C)cc2c(Cl)c1Oc1ccccc1;92.0
CC(C)CN(Cc1ccc(N[C@H]2CC[C@@H](O)CC2)cc1)S(=O)(=O)Cc1ccccc1;95.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)c(F)c2)CC1;99.0
Cn1cncc1C(O)(c1ccc(C(F)(F)F)nc1)c1ccc2nc(N3CCC3)c(Oc3ccc(C#N)cc3)c(Cl)c2c1;88.0
CC(C)CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc(-c2ccc(C(N)=O)cc2)cc1;38.0
NC(=O)C1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCOCC1;55.0
CCN(CC)c1nc2ccc(C(O)(c3cncs3)c3cncn3C)cc2c(Cl)c1Oc1ccccc1;16.0
CC(=O)N1CCC(CO)(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;31.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3cccc(C4(F)CCC4)c3)C2)CC1;74.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(-c4c(F)cccc4F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;72.0
O=C(O)[C@@H]1[C@H]2C[C@H](C(=O)N3CC[C@](c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)C[C@H]21;82.0
O=C(C1CCOCC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;55.0
O=C(N1CCOCC1)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;95.0
O=C(Cc1cc[n+]([O-])cc1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;89.0
O=C(O)C12CCC(C(=O)N3CC[C@](c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)(CC1)CC2;60.0
COc1nc2ccc(C(O)(c3ccccc3)C3CCN(C(C)=O)CC3)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1;82.0
CC[C@]1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC[C@H](C(=O)O)CC1;28.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C4CC4)c(F)c3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;95.0
NC(=O)C1CCN(c2ccc(CN(CC(F)(F)F)S(=O)(=O)Cc3ccccc3)c(F)c2)CC1;67.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(C)c3)c(F)c2)CC1;25.0
COc1nc2ccc(C(O)(c3ccc(Cl)cc3)c3cncn3C)cc2c(Cl)c1Cc1ccc(C#N)cc1;92.5
O=C(N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C12CCC(C(=O)O)(CC1)OC2;40.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OC4CCOCC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;51.0
COC1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCC(C(=O)O)CC1;53.0
O=C(N1CCC(O)CC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;24.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCC4CC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;25.0
COc1nc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1;89.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OC4CCCC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;38.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCc4ccccc4OC(F)(F)F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;72.0
O=C(N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C1(CNCCO)CCS(=O)(=O)CC1;59.0
N#Cc1cnc(N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)nc1;74.0
O=C(CN1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)N1CCCC1;41.0
CC[C@]1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)c(F)c3)(S(=O)(=O)c3ccc(F)cc3)C2)CC[C@H](C(=O)O)CC1;66.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3cccc(CC(F)F)c3)C2)CC1;83.0
COc1nc2ccc(C(O)(c3cncn3C)C3CCN(C(C)=O)CC3)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1;52.5
O=C([C@H]1CC[C@H](CO)CC1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;52.0
COc1ccc(F)cc1COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCN(C(C)=O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F;93.0
COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCN(C(C)=O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F;26.0
CCN(CC)c1nc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1Oc1ccccc1;85.0
CC1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CCS(=O)(=O)CC1;95.0
CC(=O)N1CCC(C(N)=O)(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;71.0
CC(=O)N1CCC2(CC1)CN(c1ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc1)C2;93.0
O=C(O)C(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;57.0
Cc1ccc([C@@H](NC(=O)Cc2ccc3oc([C@@H](O)c4c(C)noc4C)cc3c2)c2ccccc2)c(C)c1;30.5
CS(=O)(=O)N1CCC(c2ccc(CN(CC(F)(F)F)S(=O)(=O)Cc3ccccc3)c(F)c2)CC1;65.0
CC[C@]1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)c(C)c3)C2)CC[C@H](C(=O)O)CC1;41.0
O=C(Cc1ccncc1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)c(F)c2)(S(=O)(=O)c2ccc(F)cc2)C1;66.0
COCCOC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCN(C(C)=O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F;39.0
O=C1NC(=O)C2(CCN(C(=O)N3CC[C@](c4ccc(C(OCc5c(F)cccc5F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)C2)N1;31.0
O=CN1CCC(C(=O)N2CC[C@](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;96.0
CC(C)(O)C(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;36.0
CC(C)(C)OC(=O)N1CCC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;79.0
N#Cc1cccc(F)c1COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCC(C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F;75.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCC4CC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;26.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCC4CC5CCC4C5)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;99.0
Cc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)C3CCS(=O)(=O)CC3)C2)ccc1F;44.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCC4CCC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;33.0
CC(C)CN(Cc1ccc(N[C@@H]2CCN(S(C)(=O)=O)C[C@@H]2F)cc1)S(=O)(=O)Cc1ccccc1;28.0
CC(C)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1;20.0
O=C(N1CCO[C@H](CO)C1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;35.0
O=C(Cc1ccncc1)N1CC[C@](c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;54.0
NC(=O)CN1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;21.0
N#Cc1ccc(CC(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)cc1;48.0
O=C(C1CCS(=O)(=O)CC1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)c(F)c2)(S(=O)(=O)c2ccc(F)cc2)C1;59.0
Cn1cncc1C(O)(c1ccc(C(F)(F)F)nc1)c1ccc2nc(N3CCC3)c(Oc3ccc(Cl)cc3)c(Cl)c2c1;58.0
CC(C)CN(Cc1ccc(N2CC3(CCOCC3)C2)cc1)S(=O)(=O)Cc1ccccc1;67.0
CCC[C@]1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)c(C)c3)C2)CC[C@H](C(=O)O)CC1;71.0
COC(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;75.0
O=C(O)C1CC2(C1)CC(C(=O)N1CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C1)C2;69.0
COc1ccc2c(c1)CCN(C(=O)Cc1cc(O)no1)[C@H]2C(=O)Nc1ccc(C(C)(C)C)c(F)c1;10.95
COCC(C)(C)c1c(F)cc(NC(=O)[C@H]2c3ccc(OC)cc3CCN2C(=O)CCCC(=O)O)cc1F;33.75
CCN(CC)c1nc2ccc(C(O)(c3ccncc3)c3cncn3C)cc2c(Cl)c1-c1ccccc1;11.0
COc1ccc2c(n1)CCN(C(=O)[C@H]1C[C@H](CC(=O)O)C1)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C;8.55
COc1ccc2c(c1)CCN(C(=O)CCCC(=O)O)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C;39.4
COc1ccc2c(n1)CCN(C(=O)[C@H]1C[C@@H](C(=O)O)C1)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C;16.5
COc1ccc2c(n1)CCN(C(=O)C[C@H]1C[C@H](C(=O)O)C1)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C;15.0
COc1ccc2c(n1)CCN(C(=O)[C@H]1C[C@H](C(=O)O)C1)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C;18.3
COc1ccc2c(n1)CCN(C(=O)CCCC(=O)O)[C@H]2C(=O)Nc1cc(F)c([Si](C)(C)C)c(F)c1;10.1
COc1ccc2c(c1)CCN(C(=O)CCCC(=O)O)[C@H]2C(=O)Nc1cc(F)c([Si](C)(C)C)c(F)c1;13.0
