,COMPOUND
4795,Compound(45489110)
4796,Compound(7326920)
4797,Compound(1191765)
4798,Compound(659650)
4799,Compound(45220120)
4800,Compound(18552726)
4801,Compound(1713761)
4802,Compound(45489112)
4803,Compound(2010117)
4804,Compound(4173261)
4805,Compound(16012671)
4806,Compound(45489113)
4807,Compound(25802594)
4808,Compound(2745768)
4809,Compound(3099296)
4810,Compound(3761879)
4811,Compound(4202126)
4812,Compound(3113786)
4813,Compound(5759828)
4814,Compound(5759828)
4815,Compound(3089997)
4816,Compound(628093)
4817,Compound(16190280)
4818,Compound(45489114)
4819,Compound(282118)
4820,Compound(414407)
4821,Compound(24048764)
4822,Compound(45489116)
4823,Compound(9550178)
4824,Compound(2058400)
4825,Compound(135465730)
4826,Compound(2174924)
4827,Compound(803252)
4828,Compound(2851877)
4829,Compound(45489117)
4830,Compound(2867802)
4831,Compound(6618999)
4832,Compound(3729147)
4833,Compound(45489118)
4834,Compound(873364)
4835,Compound(44662344)
4836,Compound(2790475)
4837,Compound(135451374)
4838,Compound(1399321)
4839,Compound(2856394)
4840,Compound(2859619)
4841,Compound(8087626)
4842,Compound(22431264)
4843,Compound(1300515)
4844,Compound(3644467)
4845,Compound(4088641)
4846,Compound(52949030)
4847,Compound(6108007)
4848,Compound(45489121)
4849,Compound(20868718)
4850,Compound(844241)
4851,Compound(45489122)
4852,Compound(4348010)
4853,Compound(2732083)
4854,Compound(45489123)
4855,Compound(5075883)
4856,Compound(4161246)
4857,Compound(5892656)
4858,Compound(1487166)
4859,Compound(16021397)
4860,Compound(22511634)
4861,Compound(42709466)
4862,Compound(45489124)
4863,Compound(4552577)
4864,Compound(45489125)
4865,Compound(1470848)
4866,Compound(4135262)
4867,Compound(4398444)
4868,Compound(45489126)
4869,Compound(3811928)
4870,Compound(1349845)
4871,Compound(42743678)
4872,Compound(3800091)
4873,Compound(5112934)
4874,Compound(45489128)
4875,Compound(42709764)
4876,Compound(2131508)
4877,Compound(4914117)
4878,Compound(45489130)
4879,Compound(3908953)
4880,Compound(10801257)
4881,Compound(45489132)
4882,Compound(786560)
4883,Compound(3169357)
4884,Compound(801503)
4885,Compound(5756371)
4886,Compound(3396393)
4887,Compound(8487920)
4888,Compound(1478772)
4889,Compound(45489133)
4890,Compound(15993817)
4891,Compound(3923381)
4892,Compound(42708216)
4893,Compound(2726708)
4894,Compound(45489134)
4895,Compound(3989993)
4896,Compound(42052098)
4897,Compound(3091239)
4898,Compound(45035239)
4899,Compound(45489135)
4900,Compound(1453244)
4901,Compound(45489136)
4902,Compound(45489138)
4903,Compound(4342836)
4904,Compound(4040589)
4905,Compound(94175)
4906,Compound(5767877)
4907,Compound(5285740)
4908,Compound(2261123)
4909,Compound(579114)
4910,Compound(52940510)
4911,Compound(15990109)
4912,Compound(45489140)
4913,Compound(5000387)
4914,Compound(45489141)
4915,Compound(45489142)
4916,Compound(131016)
4917,Compound(45489143)
4918,Compound(45489144)
4919,Compound(45489145)
4920,Compound(45205491)
4921,Compound(1482713)
4922,Compound(45489146)
4923,Compound(45489147)
4924,Compound(45489149)
4925,Compound(3915521)
4926,Compound(2179857)
4927,Compound(670256)
4928,Compound(24154251)
4929,Compound(45489151)
4930,Compound(3094576)
4931,Compound(4637344)
4932,Compound(3673267)
4933,Compound(5044333)
4934,Compound(5287330)
4935,Compound(10938773)
4936,Compound(45489152)
4937,Compound(1080603)
4938,Compound(5721865)
4939,Compound(45489153)
4940,Compound(4619136)
4941,Compound(1176314)
4942,Compound(3495216)
4943,Compound(631643)
4944,Compound(45489154)
4945,Compound(899670)
4946,Compound(1068538)
4947,Compound(2866467)
4948,Compound(45489155)
4949,Compound(1368623)
4950,Compound(3094154)
4951,Compound(3300895)
4952,Compound(135468651)
4953,Compound(16674744)
4954,Compound(5129523)
4955,Compound(45489156)
4956,Compound(45489157)
4957,Compound(45489158)
4958,Compound(3482785)
4959,Compound(18552827)
4960,Compound(2747606)
4961,Compound(20867863)
4962,Compound(5064657)
4963,Compound(3106355)
4964,Compound(7111438)
4965,Compound(6620352)
4966,Compound(2285189)
4967,Compound(3245617)
4968,Compound(45489159)
4969,Compound(135468934)
4970,Compound(45489160)
4971,Compound(135422695)
4972,Compound(135451374)
4973,Compound(20860280)
4974,Compound(774957)
4975,Compound(706703)
4976,Compound(135500221)
4977,Compound(744735)
4978,Compound(3345959)
4979,Compound(3427051)
4980,Compound(1100749)
4981,Compound(45489161)
4982,Compound(135435568)
4983,Compound(135435568)
4984,Compound(4574827)
4985,Compound(1272562)
4986,Compound(3239565)
4987,Compound(3131018)
4988,Compound(2758227)
4989,Compound(768745)
4990,Compound(45489162)
4991,Compound(872979)
4992,Compound(3092312)
4993,Compound(5044211)
4994,Compound(571580)
4995,Compound(787957)
4996,Compound(135542631)
4997,Compound(45489165)
4998,Compound(2763379)
4999,Compound(3320818)
5000,Compound(5754881)
5001,Compound(43813163)
5002,Compound(3760590)
5003,Compound(2838785)
5004,Compound(1185324)
5005,Compound(7254130)
5006,Compound(5736296)
5007,Compound(672152)
5008,Compound(840843)
5009,Compound(15999499)
5010,Compound(6617646)
5011,Compound(135403858)
5012,Compound(135403858)
5013,Compound(30956846)
5014,Compound(5731141)
5015,Compound(7202444)
5016,Compound(71720229)
5017,Compound(2851143)
5018,Compound(45489166)
5019,Compound(3371328)
5020,Compound(1116113)
5021,Compound(5161628)
5022,Compound(6300946)
5023,Compound(3216346)
5024,Compound(45489167)
5025,Compound(45489168)
5026,Compound(15991274)
5027,Compound(45489169)
5028,Compound(2892437)
5029,Compound(762194)
5030,Compound(2890957)
5031,Compound(3836516)
5032,Compound(45489170)
5033,Compound(2863285)
5034,Compound(15998176)
5035,Compound(16674826)
5036,Compound(792279)
5037,Compound(6616421)
5038,Compound(789960)
5039,Compound(2187659)
5040,Compound(2822442)
5041,Compound(45489171)
5042,Compound(4326642)
5043,Compound(45489172)
5044,Compound(16670708)
5045,Compound(550402)
5046,Compound(45049403)
5047,Compound(735902)
5048,Compound(3144393)
5049,Compound(45489173)
5050,Compound(52940717)
5051,Compound(45489175)
5052,Compound(4303652)
5053,Compound(45489176)
5054,Compound(45489177)
5055,Compound(1450647)
5056,Compound(42743632)
5057,Compound(2747194)
5058,Compound(741604)
5059,Compound(45489178)
5060,Compound(1123519)
5061,Compound(865239)
5062,Compound(775713)
5063,Compound(1186941)
5064,Compound(45489180)
5065,Compound(4400312)
5066,Compound(6621310)
5067,Compound(45489181)
5068,Compound(42743624)
5069,Compound(6456385)
5070,Compound(3217782)
5071,Compound(3477259)
5072,Compound(4557163)
5073,Compound(45489182)
5074,Compound(24761363)
5075,Compound(24761363)
5076,Compound(42742003)
5077,Compound(5066784)
5078,Compound(5720143)
5079,Compound(45489183)
5080,Compound(3404504)
5081,Compound(44170008)
5082,Compound(872305)
5083,Compound(3244100)
5084,Compound(265522)
5085,Compound(1521357)
5086,Compound(929548)
5087,Compound(5768281)
5088,Compound(2226126)
5089,Compound(2836212)
5090,Compound(2855628)
5091,Compound(45489184)
5092,Compound(1473361)
5093,Compound(692374)
5094,Compound(3125589)
5095,Compound(4894947)
5096,Compound(45173524)
5097,Compound(780156)
5098,Compound(45249775)
5099,Compound(1473358)
5100,Compound(5702382)
5101,Compound(45489186)
5102,Compound(20883130)
5103,Compound(3172553)
5104,Compound(2828873)
5105,Compound(3613582)
5106,Compound(637413)
5107,Compound(22430795)
5108,Compound(6162484)
5109,Compound(3908952)
5110,Compound(4093574)
5111,Compound(42743652)
5112,Compound(16023475)
5113,Compound(16413986)
5114,Compound(23911127)
5115,Compound(3090397)
5116,Compound(5702836)
5117,Compound(42743626)
5118,Compound(3579118)
5119,Compound(3075846)
5120,Compound(2952933)
5121,Compound(3711743)
5122,Compound(696807)
5123,Compound(1195032)
5124,Compound(52949080)
5125,Compound(3482415)
5126,Compound(16033625)
5127,Compound(1915905)
5128,Compound(2797635)
5129,Compound(247952)
5130,Compound(42743591)
5131,Compound(45489188)
5132,Compound(1103087)
5133,Compound(819041)
5134,Compound(4400085)
5135,Compound(5215207)
5136,Compound(44662016)
5137,Compound(3182807)
5138,Compound(659118)
5139,Compound(45489189)
5140,Compound(42721573)
5141,Compound(16807349)
5142,Compound(5221794)
5143,Compound(624899)
5144,Compound(45489190)
5145,Compound(761039)
5146,Compound(45489191)
5147,Compound(45489192)
5148,Compound(45489193)
5149,Compound(3981341)
5150,Compound(3222884)
5151,Compound(16023499)
5152,Compound(23961662)
5153,Compound(42743647)
5154,Compound(42743702)
5155,Compound(1371501)
5156,Compound(52941728)
5157,Compound(6415331)
5158,Compound(2903111)
5159,Compound(44169994)
5160,Compound(764677)
5161,Compound(2850534)
5162,Compound(42743654)
5163,Compound(883303)
5164,Compound(3653359)
5165,Compound(135416162)
5166,Compound(42743669)
5167,Compound(665991)
5168,Compound(2917555)
5169,Compound(45489194)
5170,Compound(2324106)
5171,Compound(182816)
5172,Compound(762220)
5173,Compound(135685815)
5174,Compound(1160447)
5175,Compound(844402)
5176,Compound(929232)
5177,Compound(5929134)
5178,Compound(1115392)
5179,Compound(3135086)
5180,Compound(2747365)
5181,Compound(3172524)
5182,Compound(753039)
5183,Compound(3497231)
5184,Compound(10948504)
5185,Compound(2870755)
5186,Compound(6617693)
5187,Compound(1006627)
5188,Compound(45231895)
5189,Compound(45233570)
5190,Compound(1998920)
5191,Compound(45250130)
5192,Compound(45489195)
5193,Compound(22523664)
5194,Compound(2909694)
5195,Compound(2799407)
5196,Compound(2815186)
5197,Compound(3784411)
5198,Compound(4984443)
5199,Compound(3979)
5200,Compound(606297)
5201,Compound(42743701)
5202,Compound(2766027)
5203,Compound(42743698)
5204,Compound(3124565)
5205,Compound(2855615)
5206,Compound(4616292)
5207,Compound(44170103)
5208,Compound(2854226)
5209,Compound(45107089)
5210,Compound(764051)
5211,Compound(762642)
5212,Compound(5702215)
5213,Compound(23905070)
5214,Compound(45489198)
5215,Compound(42743639)
5216,Compound(950649)
5217,Compound(3037324)
5218,Compound(1987880)
5219,Compound(45489199)
5220,Compound(3418936)
5221,Compound(16462290)
5222,Compound(3001896)
5223,Compound(3250380)
5224,Compound(2904661)
5225,Compound(20880424)
5226,Compound(2847555)
5227,Compound(3698471)
5228,Compound(299693)
5229,Compound(5524007)
5230,Compound(872368)
5231,Compound(836935)
5232,Compound(3178210)
5233,Compound(45489200)
5234,Compound(4535167)
5235,Compound(45489201)
5236,Compound(4012995)
5237,Compound(3928911)
5238,Compound(4129206)
5239,Compound(242591)
5240,Compound(45489202)
5241,Compound(4921788)
5242,Compound(825305)
5243,Compound(836727)
5244,Compound(45489203)
5245,Compound(22431286)
5246,Compound(45489204)
5247,Compound(1547805)
5248,Compound(2857859)
5249,Compound(748443)
5250,Compound(2929638)
5251,Compound(3092565)
5252,Compound(45489206)
5253,Compound(45180971)
5254,Compound(4566699)
5255,Compound(3818316)
5256,Compound(5059446)
5257,Compound(45489207)
5258,Compound(2270437)
5259,Compound(3875471)
5260,Compound(276817)
5261,Compound(119458)
5262,Compound(45489208)
5263,Compound(1825123)
5264,Compound(45489209)
5265,Compound(45489210)
5266,Compound(4590632)
5267,Compound(2747363)
5268,Compound(45489211)
5269,Compound(2024551)
5270,Compound(4154181)
5271,Compound(2797627)
5272,Compound(1741119)
5273,Compound(1619077)
5274,Compound(2817634)
5275,Compound(42743660)
5276,Compound(1362603)
5277,Compound(1050636)
5278,Compound(45489212)
5279,Compound(23912284)
5280,Compound(3167738)
5281,Compound(3112594)
5282,Compound(1249688)
5283,Compound(651603)
5284,Compound(1456567)
5285,Compound(45489213)
5286,Compound(3139305)
5287,Compound(4149234)
5288,Compound(1554266)
5289,Compound(45489214)
5290,Compound(1076162)
5291,Compound(1718867)
5292,Compound(3269624)
5293,Compound(44661797)
5294,Compound(2774355)
5295,Compound(3186369)
5296,Compound(4089376)
5297,Compound(2832015)
5298,Compound(2895072)
5299,Compound(2920127)
5300,Compound(3513539)
5301,Compound(621787)
5302,Compound(45209326)
5303,Compound(4562063)
5304,Compound(3104545)
5305,Compound(411778)
5306,Compound(24762058)
5307,Compound(45489215)
5308,Compound(4316952)
5309,Compound(11277164)
5310,Compound(15993811)
5311,Compound(2011151)
5312,Compound(2747522)
5313,Compound(787413)
5314,Compound(3130863)
5315,Compound(802485)
5316,Compound(45489216)
5317,Compound(3547785)
5318,Compound(3108125)
5319,Compound(780176)
5320,Compound(4583594)
5321,Compound(209741)
5322,Compound(45489217)
5323,Compound(3093919)
5324,Compound(15211187)
5325,Compound(45489218)
5326,Compound(11771610)
5327,Compound(2834416)
5328,Compound(2903255)
5329,Compound(2956962)
5330,Compound(2858891)
5331,Compound(1529671)
5332,Compound(45489219)
5333,Compound(5542568)
5334,Compound(12273826)
5335,Compound(45489220)
5336,Compound(3128988)
5337,Compound(225911)
5338,Compound(42743638)
5339,Compound(45248984)
5340,Compound(1409639)
5341,Compound(5383020)
5342,Compound(45489221)
5343,Compound(4255881)
5344,Compound(3205602)
5345,Compound(942387)
5346,Compound(1979561)
5347,Compound(4062270)
5348,Compound(52943125)
5349,Compound(4259953)
5350,Compound(1070647)
5351,Compound(1039641)
5352,Compound(3519764)
5353,Compound(5291634)
5354,Compound(800959)
5355,Compound(44828034)
5356,Compound(45489222)
5357,Compound(3587460)
5358,Compound(45489223)
5359,Compound(3260826)
5360,Compound(45489224)
5361,Compound(6623524)
5362,Compound(694738)
5363,Compound(15990031)
5364,Compound(3151039)
5365,Compound(749610)
5366,Compound(3209666)
5367,Compound(3125362)
5368,Compound(6157663)
5369,Compound(660337)
5370,Compound(4385900)
5371,Compound(945022)
5372,Compound(1450539)
5373,Compound(45489225)
5374,Compound(11921401)
5375,Compound(44660353)
5376,Compound(1260808)
5377,Compound(45489226)
5378,Compound(2903123)
5379,Compound(2116699)
5380,Compound(2876611)
5381,Compound(2747364)
5382,Compound(2229100)
5383,Compound(1882765)
5384,Compound(692799)
5385,Compound(2800395)
5386,Compound(45489227)
5387,Compound(135444435)
5388,Compound(16192713)
5389,Compound(2909909)
5390,Compound(21635794)
5391,Compound(2873568)
5392,Compound(45489228)
5393,Compound(1868774)
5394,Compound(21205924)
5395,Compound(42743662)
5396,Compound(1979800)
5397,Compound(2728375)
5398,Compound(761910)
5399,Compound(654210)
5400,Compound(42743619)
5401,Compound(1896083)
5402,Compound(3141408)
5403,Compound(1587420)
5404,Compound(4350413)
5405,Compound(931085)
5406,Compound(4435473)
5407,Compound(16193983)
5408,Compound(1189717)
5409,Compound(910850)
5410,Compound(2884383)
5411,Compound(45489229)
5412,Compound(42705893)
5413,Compound(1124052)
5414,Compound(2860800)
5415,Compound(16011333)
5416,Compound(45489230)
5417,Compound(3566814)
5418,Compound(5123508)
5419,Compound(45489232)
5420,Compound(45489233)
5421,Compound(4168693)
5422,Compound(4320816)
5423,Compound(135633603)
5424,Compound(135495706)
5425,Compound(596194)
5426,Compound(45489234)
5427,Compound(3525061)
5428,Compound(493035)
5429,Compound(2824731)
5430,Compound(2857939)
5431,Compound(5345482)
5432,Compound(5060762)
5433,Compound(45489236)
5434,Compound(1000184)
5435,Compound(5033595)
5436,Compound(5724899)
5437,Compound(45489237)
5438,Compound(23732873)
5439,Compound(22400297)
5440,Compound(45489238)
5441,Compound(3479362)
5442,Compound(2054206)
5443,Compound(45489239)
5444,Compound(3172476)
5445,Compound(438716)
5446,Compound(135424200)
5447,Compound(135971380)
5448,Compound(16008195)
5449,Compound(45489241)
5450,Compound(917197)
5451,Compound(45489243)
5452,Compound(45241562)
5453,Compound(2989441)
5454,Compound(2863280)
5455,Compound(4182875)
5456,Compound(930405)
5457,Compound(1094880)
5458,Compound(45208174)
5459,Compound(16015355)
5460,Compound(5198770)
5461,Compound(54585822)
5462,Compound(3281824)
5463,Compound(5142564)
5464,Compound(3103659)
5465,Compound(421859)
5466,Compound(828421)
5467,Compound(2916124)
5468,Compound(45201806)
5469,Compound(705406)
5470,Compound(15945619)
5471,Compound(45489244)
5472,Compound(1410179)
5473,Compound(3969121)
5474,Compound(42743613)
5475,Compound(4235893)
5476,Compound(3103330)
5477,Compound(2892090)
5478,Compound(4197884)
5479,Compound(1309151)
5480,Compound(42743642)
5481,Compound(632552)
5482,Compound(42743623)
5483,Compound(2893981)
5484,Compound(1798262)
5485,Compound(23847522)
5486,Compound(16007420)
5487,Compound(3508464)
5488,Compound(45489245)
5489,Compound(2835211)
5490,Compound(45489247)
5491,Compound(45174322)
5492,Compound(23820479)
5493,Compound(15990196)
5494,Compound(45223847)
5495,Compound(54579934)
5496,Compound(3123079)
5497,Compound(4317609)
5498,Compound(15996579)
5499,Compound(5718145)
5500,Compound(6488152)
5501,Compound(135460191)
5502,Compound(45177219)
5503,Compound(930093)
5504,Compound(16011594)
5505,Compound(2835740)
5506,Compound(4579782)
5507,Compound(3239537)
5508,Compound(3981605)
5509,Compound(1059335)
5510,Compound(42743575)
5511,Compound(45198298)
5512,Compound(44714868)
5513,Compound(4263219)
5514,Compound(3107646)
5515,Compound(6615155)
5516,Compound(44170231)
5517,Compound(45489249)
5518,Compound(23606413)
5519,Compound(416033)
5520,Compound(44660009)
5521,Compound(794172)
5522,Compound(3174072)
5523,Compound(5750348)
5524,Compound(5750348)
5525,Compound(45489250)
5526,Compound(135414241)
5527,Compound(3174502)
5528,Compound(1224011)
5529,Compound(765700)
5530,Compound(45489252)
5531,Compound(4132227)
5532,Compound(42743589)
5533,Compound(3111396)
5534,Compound(4216641)
5535,Compound(2790760)
5536,Compound(15999441)
5537,Compound(45171272)
5538,Compound(767445)
5539,Compound(2109268)
5540,Compound(16008681)
5541,Compound(45489253)
5542,Compound(2871711)
5543,Compound(2871711)
5544,Compound(45489255)
5545,Compound(879093)
5546,Compound(42743675)
5547,Compound(3093052)
5548,Compound(5939649)
5549,Compound(2946213)
5550,Compound(42743649)
5551,Compound(13572058)
5552,Compound(15995082)
5553,Compound(2895830)
5554,Compound(3368424)
5555,Compound(3129245)
5556,Compound(45162727)
5557,Compound(5046940)
5558,Compound(45489257)
5559,Compound(45489258)
5560,Compound(44170025)
5561,Compound(3469139)
5562,Compound(45489259)
5563,Compound(814549)
5564,Compound(3401570)
5565,Compound(3093830)
5566,Compound(42696972)
5567,Compound(3286402)
5568,Compound(45489260)
5569,Compound(3185295)
5570,Compound(24747031)
5571,Compound(2746069)
5572,Compound(3132461)
5573,Compound(740406)
5574,Compound(45489262)
5575,Compound(45489263)
5576,Compound(45489264)
5577,Compound(653477)
5578,Compound(40504628)
5579,Compound(45489265)
5580,Compound(839251)
5581,Compound(24817840)
5582,Compound(4353385)
5583,Compound(45489266)
5584,Compound(1488990)
5585,Compound(45210659)
5586,Compound(5350597)
5587,Compound(2879149)
5588,Compound(1258612)
5589,Compound(1907088)
5590,Compound(45489267)
5591,Compound(107715)
5592,Compound(2010152)
5593,Compound(666034)
5594,Compound(4075393)
5595,Compound(822829)
5596,Compound(943137)
5597,Compound(3132591)
5598,Compound(3132480)
5599,Compound(2859121)
5600,Compound(46877452)
5601,Compound(46877453)
5602,Compound(46877453)
5603,Compound(46877454)
5604,Compound(46877455)
5605,Compound(11949689)
5606,Compound(439530)
5607,Compound(5484463)
5608,Compound(5484463)
5609,Compound(2326992)
5610,Compound(2326992)
5611,Compound(2832036)
5612,Compound(1514995)
5613,Compound(4090233)
5614,Compound(54580723)
5615,Compound(135538567)
5616,Compound(135842941)
5617,Compound(3875164)
5618,Compound(52945379)
5619,Compound(2838646)
5620,Compound(427621)
5621,Compound(1082010)
5622,Compound(54581721)
5623,Compound(54581722)
5624,Compound(54581724)
5625,Compound(54581725)
5626,Compound(54581726)
5627,Compound(135592424)
5628,Compound(135529557)
5629,Compound(24869189)
5630,Compound(135935149)
5631,Compound(2848922)
5632,Compound(824136)
5633,Compound(135592426)
5634,Compound(135509692)
5635,Compound(135400261)
5636,Compound(170327)
5637,Compound(3499680)
5638,Compound(135671903)
5639,Compound(54583721)
5640,Compound(753601)
5641,Compound(54584657)
5642,Compound(4159972)
5643,Compound(212242)
5644,Compound(1110806)
5645,Compound(4551192)
5646,Compound(2789834)
5647,Compound(54587601)
5648,Compound(6604413)
5649,Compound(1848339)
5650,Compound(16663534)
5651,Compound(6432105)
5652,Compound(70691844)
5653,Compound(70695269)
5654,Compound(71716069)
5655,Compound(71716078)
5656,Compound(136259894)
5657,Compound(71716694)
5658,Compound(71718521)
5659,Compound(688077)
5660,Compound(10221470)
5661,Compound(73345333)
5662,Compound(6323519)
5663,Compound(91851)
5664,Compound(664284)
5665,Compound(73351441)
5666,Compound(9838675)
5667,Compound(73352903)
5668,Compound(2999370)
5669,Compound(2850825)
5670,Compound(135460463)
5671,Compound(16682486)
5672,Compound(2830281)
5673,Compound(73355987)
5674,Compound(54611379)
5675,Compound(90663678)
5676,Compound(135843364)
5677,Compound(45488392)
5678,Compound(80467)
5679,Compound(12302978)
5680,Compound(3090732)
